MES,ADYEN_TIME,TIPO,GATEWAY_TOKEN,ADQUIRIENTE,MERCHANT_ACCOUNT,REFERENCE_MODEL,ADQ_VENTAS,RAPPI_VENTAS,CONCILIACION,ADQ_TRX,RAPPI_TRX
2021-01-01,2021-01-02,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-1257.19,-1257.19,1.0,25,25
2021-01-01,2021-01-02,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-8836.46,-8836.46,1.0,200,200
2021-01-01,2021-01-02,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-89.69999999999999,-89.70,0.9999999999999999,3,3
2021-01-01,2021-01-02,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,1543.97,1543.97,1.0,29,29
2021-01-01,2021-01-02,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,85053.37,85053.37,1.0,1101,1101
2021-01-01,2021-01-02,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,480926.74,480926.74,1.0,7486,7486
2021-01-01,2021-01-02,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,2235.0,2235.00,1.0,8,8
2021-01-01,2021-01-02,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,3097.64,3097.64,1.0,72,72
2021-01-01,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-388.12,,0,7
2021-01-01,,Refunds_orders,MYc5Anws0loUCUdaLxutL5Lrnd8,Adyen,,Order,,-29.90,,0,1
2021-01-01,,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,,Prime,,-29.90,,0,1
2021-01-01,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,152.21,,0,3
2021-01-01,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,446.62,,0,10
2021-01-02,2021-01-02,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-23791.14,-23791.14,1.0,559,559
2021-01-02,2021-01-02,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-71218.8,-71218.80,1.0,1236,1236
2021-01-02,2021-01-02,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-2003.3,-2003.30,1.0,50,50
2021-01-02,2021-01-02,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,5833.42,5833.42,1.0,94,94
2021-01-02,2021-01-02,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,1233677.88,1233677.88,1.0,11423,11423
2021-01-02,2021-01-02,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,2033853.12,2033853.12,1.0,26579,26579
2021-01-02,2021-01-02,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,2628.4,2628.40,1.0,15,15
2021-01-02,2021-01-02,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,159983.3,159983.30,1.0,5085,5085
2021-01-02,2021-01-02,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,132.0,132.00,1.0,5,5
2021-01-02,2021-01-03,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-4950.2,-4950.20,1.0,94,94
2021-01-02,2021-01-03,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-16290.39,-16290.39,1.0,343,343
2021-01-02,2021-01-03,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-299.0,-299.00,1.0,10,10
2021-01-02,2021-01-03,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,2613.47,2613.47,1.0,43,43
2021-01-02,2021-01-03,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR,Order,33.8,33.80,1.0,1,1
2021-01-02,2021-01-03,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,224938.5,224938.50,1.0,2618,2618
2021-01-02,2021-01-03,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,977260.68,977260.68,1.0,13723,13723
2021-01-02,2021-01-03,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,348.0,348.00,1.0,5,5
2021-01-02,2021-01-03,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,3378.7,3378.70,1.0,96,96
2021-01-02,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-378.52,,0,10
2021-01-02,,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,-30.89,,0,1
2021-01-02,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-54.00,,0,1
2021-01-02,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,72.52,,0,2
2021-01-02,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,2982.20,,0,35
2021-01-03,2021-01-03,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-21215.37,-21215.37,1.0,454,454
2021-01-03,2021-01-03,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-52085.64,-52085.64,1.0,1008,1008
2021-01-03,2021-01-03,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-2112.0,-2112.00,1.0,49,49
2021-01-03,2021-01-03,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,8651.12,8651.12,1.0,132,132
2021-01-03,2021-01-03,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,1146104.63,1146104.63,1.0,11497,11497
2021-01-03,2021-01-03,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,2236283.97,2236283.97,1.0,30638,30638
2021-01-03,2021-01-03,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,4089.58,4089.58,1.0,22,22
2021-01-03,2021-01-03,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,165766.44,165766.44,1.0,5212,5212
2021-01-03,2021-01-03,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,2050.0,2050.00,1.0,5,5
2021-01-03,2021-01-04,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-3875.27,-3875.27,1.0,70,70
2021-01-03,2021-01-04,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-16633.91,-16633.91,1.0,365,365
2021-01-03,2021-01-04,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-508.3,-508.30,1.0,13,13
2021-01-03,2021-01-04,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,4640.43,4640.43,1.0,68,68
2021-01-03,2021-01-04,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,218498.73,218498.73,1.0,2622,2622
2021-01-03,2021-01-04,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,1081464.02,1081464.02,1.0,16026,16026
2021-01-03,2021-01-04,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,334.5,334.50,1.0,6,6
2021-01-03,2021-01-04,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,3079.7,3079.70,1.0,81,81
2021-01-03,2021-01-04,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,70.0,70.00,1.0,1,1
2021-01-03,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-1057.61,,0,16
2021-01-03,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-180.59,,0,4
2021-01-03,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,75.37,,0,1
2021-01-03,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,1468.62,,0,27
2021-01-04,2021-01-04,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-38127.86,-38127.86,1.0,631,631
2021-01-04,2021-01-04,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-94966.64,-94966.64,1.0,1383,1383
2021-01-04,2021-01-04,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-2361.7999999999997,-2361.80,0.9999999999999998,62,62
2021-01-04,2021-01-04,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-19.0,-19.00,1.0,1,1
2021-01-04,2021-01-04,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,4690.4,4690.40,1.0,112,112
2021-01-04,2021-01-04,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,1870291.86,1870291.86,1.0,15368,15368
2021-01-04,2021-01-04,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,2210205.19,2210205.19,1.0,29502,29502
2021-01-04,2021-01-04,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,4935.89,4935.89,1.0,25,25
2021-01-04,2021-01-04,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,169729.0,169729.00,1.0,5416,5416
2021-01-04,2021-01-04,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,700.0,700.00,1.0,6,6
2021-01-04,2021-01-05,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-6369.55,-6369.55,1.0,128,128
2021-01-04,2021-01-05,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-20948.12,-20948.12,1.0,327,327
2021-01-04,2021-01-05,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-288.09999999999997,-288.10,0.9999999999999998,10,10
2021-01-04,2021-01-05,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,2511.17,2511.17,1.0,49,49
2021-01-04,2021-01-05,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,308300.98,308300.98,1.0,3220,3220
2021-01-04,2021-01-05,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,823886.9,823886.90,1.0,12215,12215
2021-01-04,2021-01-05,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,408.0,408.00,1.0,4,4
2021-01-04,2021-01-05,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,2439.8399999999997,2439.84,0.9999999999999998,73,73
2021-01-04,2021-01-05,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,29.0,29.00,1.0,1,1
2021-01-04,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-761.14,,0,13
2021-01-04,,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,-496.60,,0,2
2021-01-04,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-23217.36,,0,12
2021-01-04,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,110.42,,0,2
2021-01-04,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,3911.69,,0,46
2021-01-05,2021-01-05,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-32251.43,-32251.43,1.0,677,677
2021-01-05,2021-01-05,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-75364.31,-75364.31,1.0,1232,1232
2021-01-05,2021-01-05,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-3169.4,-3169.40,1.0,79,79
2021-01-05,2021-01-05,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,6483.62,6483.62,1.0,131,131
2021-01-05,2021-01-05,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,1900624.63,1900624.63,1.0,15682,15682
2021-01-05,2021-01-05,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,2381833.98,2381833.98,1.0,32268,32268
2021-01-05,2021-01-05,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,4384.2,4384.20,1.0,24,24
2021-01-05,2021-01-05,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,191019.69999999998,191019.70,0.9999999999999999,5981,5981
2021-01-05,2021-01-05,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,321.62,321.62,1.0,7,7
2021-01-05,2021-01-06,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-7827.0,-7827.00,1.0,110,110
2021-01-05,2021-01-06,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-13934.27,-13934.27,1.0,312,312
2021-01-05,2021-01-06,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-508.29999999999995,-508.30,0.9999999999999999,17,17
2021-01-05,2021-01-06,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,3753.4900000000002,3753.49,1.0000000000000002,65,65
2021-01-05,2021-01-06,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,305683.95,305683.95,1.0,3326,3326
2021-01-05,2021-01-06,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,869814.14,869814.14,1.0,12985,12985
2021-01-05,2021-01-06,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,1121.14,1121.14,1.0,12,12
2021-01-05,2021-01-06,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,1554.8,1554.80,1.0,52,52
2021-01-05,2021-01-06,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,7.0,7.00,1.0,2,2
2021-01-05,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-379.31,,0,10
2021-01-05,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-275.41,,0,10
2021-01-05,,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,,Prime,,-59.80,,0,2
2021-01-05,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,84.90,,0,2
2021-01-05,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,4372.01,,0,54
2021-01-06,2021-01-06,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-31821.03,-31821.03,1.0,741,741
2021-01-06,2021-01-06,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-70042.97,-70042.97,1.0,1307,1307
2021-01-06,2021-01-06,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-4036.5,-4036.50,1.0,88,88
2021-01-06,2021-01-06,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,6896.56,6896.56,1.0,130,130
2021-01-06,2021-01-06,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,1948391.17,1948391.17,1.0,16031,16031
2021-01-06,2021-01-06,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,2423954.03,2423954.03,1.0,33010,33010
2021-01-06,2021-01-06,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,4581.0,4581.00,1.0,26,26
2021-01-06,2021-01-06,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,194213.8,194213.80,1.0,6125,6125
2021-01-06,2021-01-06,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,2.0,2.00,1.0,1,1
2021-01-06,2021-01-07,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-7633.92,-7633.92,1.0,144,144
2021-01-06,2021-01-07,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-14224.25,-14224.25,1.0,287,287
2021-01-06,2021-01-07,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-657.8,-657.80,1.0,13,13
2021-01-06,2021-01-07,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,2849.81,2849.81,1.0,54,54
2021-01-06,2021-01-07,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,312911.44,312911.44,1.0,3257,3257
